timeOfDay,dayOfWeek,serviceType,demandLevel
12,1,quick,HIGH
18,5,specialist,LOW
3,0,quick,HIGH
3,3,quick,MEDIUM
2,6,general,LOW
6,0,general,LOW
18,5,general,MEDIUM
17,2,specialist,MEDIUM
16,5,quick,MEDIUM
6,3,specialist,LOW
8,1,specialist,LOW
18,0,specialist,MEDIUM
5,4,specialist,LOW
11,1,general,VERY_HIGH
0,4,quick,LOW
4,3,specialist,LOW
4,1,specialist,LOW
10,2,quick,VERY_HIGH
15,4,specialist,LOW
21,2,quick,LOW
8,3,specialist,LOW
6,2,specialist,LOW
20,3,specialist,LOW
13,4,quick,VERY_HIGH
18,2,quick,VERY_HIGH
9,3,specialist,MEDIUM
3,5,specialist,LOW
16,5,general,MEDIUM
19,2,quick,LOW
15,4,quick,MEDIUM
3,6,specialist,LOW
3,1,quick,LOW
0,5,general,LOW
17,0,specialist,VERY_HIGH
8,5,quick,LOW
19,4,quick,LOW
4,0,quick,MEDIUM
13,5,quick,HIGH
12,5,specialist,HIGH
0,6,general,LOW
17,1,specialist,MEDIUM
15,2,specialist,LOW
9,4,general,LOW
1,4,specialist,LOW
23,0,specialist,LOW
17,2,specialist,MEDIUM
4,2,general,MEDIUM
20,3,general,LOW
17,5,specialist,LOW
12,5,quick,VERY_HIGH
0,6,specialist,LOW
23,5,quick,LOW
1,5,specialist,LOW
14,3,general,MEDIUM
2,5,quick,LOW
6,6,specialist,LOW
16,6,specialist,MEDIUM
0,5,specialist,LOW
3,1,specialist,LOW
19,5,specialist,LOW
13,4,specialist,HIGH
17,1,general,HIGH
17,0,general,VERY_HIGH
9,2,quick,MEDIUM
17,4,general,VERY_HIGH
19,3,general,LOW
18,2,specialist,LOW
3,1,general,MEDIUM
0,3,specialist,LOW
12,3,specialist,VERY_HIGH
21,5,general,LOW
18,3,quick,HIGH
5,2,specialist,LOW
14,1,specialist,LOW
23,3,general,MEDIUM
9,6,specialist,LOW
18,2,quick,VERY_HIGH
3,6,specialist,LOW
20,3,specialist,LOW
22,1,general,LOW
1,5,quick,LOW
22,0,specialist,LOW
0,1,general,LOW
11,1,quick,VERY_HIGH
16,6,general,LOW
3,3,general,LOW
16,5,quick,LOW
2,6,general,LOW
11,0,general,VERY_HIGH
9,3,quick,MEDIUM
9,4,general,HIGH
6,6,specialist,LOW
16,6,quick,MEDIUM
3,4,general,LOW
13,5,specialist,MEDIUM
20,5,general,LOW
9,2,quick,MEDIUM
15,4,general,LOW
6,4,specialist,LOW
15,0,quick,MEDIUM
0,5,general,LOW
8,2,specialist,LOW
9,3,specialist,LOW
17,5,specialist,LOW
7,6,general,LOW
14,4,specialist,LOW
23,6,quick,LOW
6,1,specialist,LOW
8,6,quick,LOW
3,3,specialist,LOW
4,5,quick,LOW
2,0,specialist,LOW
9,5,quick,LOW
12,3,specialist,HIGH
10,5,quick,HIGH
3,0,specialist,LOW
2,4,specialist,LOW
6,5,general,LOW
20,3,quick,LOW
5,2,specialist,LOW
23,4,specialist,LOW
2,4,general,MEDIUM
11,4,quick,VERY_HIGH
19,4,specialist,LOW
22,6,quick,LOW
14,6,quick,LOW
10,3,quick,VERY_HIGH
16,1,general,VERY_HIGH
7,0,specialist,LOW
20,4,general,MEDIUM
12,6,specialist,LOW
3,1,specialist,LOW
4,3,specialist,LOW
23,5,specialist,LOW
16,4,specialist,MEDIUM
4,0,quick,MEDIUM
21,6,general,LOW
2,5,general,LOW
23,6,quick,LOW
21,4,quick,LOW
22,0,general,MEDIUM
7,1,quick,LOW
11,4,general,VERY_HIGH
8,1,general,LOW
13,4,general,VERY_HIGH
18,3,specialist,LOW
22,2,general,LOW
18,6,quick,HIGH
13,5,general,HIGH
6,3,specialist,LOW
21,2,quick,MEDIUM
13,1,quick,VERY_HIGH
7,2,quick,LOW
22,2,specialist,LOW
16,3,general,HIGH
18,2,general,MEDIUM
10,1,specialist,HIGH
23,0,quick,MEDIUM
0,2,quick,LOW
3,3,quick,LOW
9,5,quick,LOW
0,6,general,LOW
8,1,specialist,LOW
8,6,general,LOW
5,6,specialist,LOW
12,2,general,VERY_HIGH
20,5,quick,LOW
22,0,quick,MEDIUM
10,6,quick,MEDIUM
23,1,general,LOW
14,0,general,HIGH
11,1,general,VERY_HIGH
7,5,specialist,LOW
20,4,quick,LOW
15,5,quick,MEDIUM
11,1,general,VERY_HIGH
4,0,general,MEDIUM
0,3,general,MEDIUM
11,4,general,VERY_HIGH
23,6,specialist,LOW
15,0,specialist,HIGH
2,3,quick,LOW
7,0,general,LOW
5,3,general,LOW
20,5,general,LOW
2,1,quick,LOW
18,3,specialist,HIGH
11,5,general,HIGH
17,4,quick,HIGH
0,1,specialist,LOW
9,3,specialist,MEDIUM
5,6,quick,LOW
6,1,general,LOW
3,1,quick,LOW
22,2,quick,MEDIUM
17,6,general,HIGH
1,5,general,LOW
11,1,general,VERY_HIGH
15,6,specialist,LOW
21,6,quick,LOW
23,2,general,LOW
17,5,quick,MEDIUM
17,6,specialist,LOW
6,1,quick,LOW
15,4,quick,HIGH
17,4,quick,MEDIUM
16,2,specialist,LOW
13,0,specialist,HIGH
6,4,specialist,LOW
11,5,quick,HIGH
23,2,specialist,LOW
21,3,quick,LOW
19,0,quick,LOW
5,2,specialist,LOW
22,0,quick,LOW
9,0,specialist,MEDIUM
23,0,specialist,LOW
1,5,general,LOW
14,0,quick,VERY_HIGH
23,6,general,LOW
13,4,general,VERY_HIGH
2,2,quick,LOW
7,1,specialist,LOW
11,3,specialist,VERY_HIGH
22,5,quick,LOW
11,4,general,VERY_HIGH
8,4,general,LOW
19,5,general,LOW
3,1,quick,LOW
16,1,general,MEDIUM
2,1,general,MEDIUM
20,5,quick,LOW
18,6,quick,LOW
15,1,general,MEDIUM
17,0,quick,VERY_HIGH
2,3,specialist,LOW
14,6,quick,LOW
4,2,quick,LOW
18,2,general,MEDIUM
4,5,specialist,LOW
9,4,quick,MEDIUM
18,4,specialist,LOW
8,1,quick,LOW
7,2,quick,LOW
22,2,quick,LOW
10,1,general,VERY_HIGH
6,1,specialist,LOW
1,5,specialist,LOW
13,0,quick,VERY_HIGH
12,1,general,VERY_HIGH
14,5,specialist,LOW
19,0,specialist,LOW
1,2,general,LOW
22,4,specialist,LOW
1,3,quick,LOW
23,2,quick,LOW
19,0,quick,MEDIUM
18,2,specialist,LOW
7,4,quick,MEDIUM
20,1,specialist,LOW
4,4,general,LOW
22,2,general,LOW
23,3,general,LOW
15,2,general,MEDIUM
12,1,specialist,MEDIUM
19,6,specialist,LOW
17,2,general,VERY_HIGH
5,1,specialist,LOW
1,2,general,LOW
9,1,quick,MEDIUM
5,5,quick,LOW
0,3,specialist,LOW
22,1,quick,LOW
2,6,general,LOW
0,5,specialist,LOW
1,2,general,LOW
11,0,general,VERY_HIGH
8,1,specialist,LOW
16,1,quick,HIGH
19,2,quick,LOW
7,3,quick,LOW
11,4,quick,VERY_HIGH
2,2,general,MEDIUM
13,2,quick,VERY_HIGH
0,5,specialist,LOW
23,6,quick,LOW
1,0,quick,HIGH
7,6,general,LOW
11,4,quick,VERY_HIGH
23,4,quick,MEDIUM
12,2,specialist,MEDIUM
7,0,quick,MEDIUM
5,0,quick,HIGH
19,2,general,LOW
3,6,general,LOW
3,6,general,LOW
22,5,specialist,LOW
13,3,general,VERY_HIGH
14,4,general,MEDIUM
21,0,general,LOW
21,3,general,MEDIUM
11,5,quick,MEDIUM
12,3,specialist,HIGH
4,0,general,MEDIUM
17,6,quick,MEDIUM
19,0,specialist,MEDIUM
3,1,general,LOW
12,5,quick,HIGH
13,6,quick,HIGH
21,5,quick,LOW
6,3,specialist,LOW
17,0,specialist,HIGH
2,2,general,LOW
4,1,general,LOW
5,6,specialist,LOW
5,1,specialist,LOW
18,6,general,HIGH
4,6,quick,LOW
1,0,specialist,MEDIUM
21,3,quick,LOW
5,0,quick,LOW
21,2,general,LOW
15,3,general,MEDIUM
18,5,general,MEDIUM
5,6,specialist,LOW
7,5,quick,LOW
4,0,specialist,LOW
19,3,quick,LOW
1,6,specialist,LOW
9,3,quick,MEDIUM
17,5,specialist,LOW
20,6,specialist,LOW
5,1,general,LOW
21,3,quick,LOW
7,0,quick,LOW
22,6,quick,LOW
3,1,specialist,LOW
7,5,quick,LOW
12,4,general,HIGH
6,5,general,LOW
3,3,general,LOW
16,0,specialist,HIGH
1,1,quick,LOW
3,5,quick,LOW
18,4,quick,HIGH
6,0,quick,MEDIUM
12,2,general,HIGH
19,5,general,LOW
22,4,specialist,LOW
4,0,general,MEDIUM
9,2,quick,MEDIUM
7,5,specialist,LOW
3,5,general,LOW
10,0,quick,VERY_HIGH
14,1,general,MEDIUM
13,2,general,VERY_HIGH
0,6,general,LOW
21,6,general,LOW
6,0,quick,LOW
14,2,general,LOW
3,6,general,LOW
21,3,specialist,LOW
2,3,general,LOW
2,1,specialist,LOW
6,1,general,LOW
3,3,general,LOW
12,5,quick,HIGH
22,5,specialist,LOW
22,5,quick,LOW
19,5,specialist,LOW
5,1,specialist,LOW
18,4,quick,HIGH
2,3,quick,LOW
10,2,quick,VERY_HIGH
0,6,general,LOW
15,4,specialist,LOW
16,5,quick,HIGH
17,6,specialist,LOW
6,5,quick,LOW
3,1,general,LOW
22,5,general,LOW
21,1,quick,LOW
5,2,specialist,LOW
18,5,quick,HIGH
9,3,general,MEDIUM
20,2,specialist,LOW
11,5,quick,VERY_HIGH
5,4,specialist,LOW
2,5,specialist,LOW
18,1,general,MEDIUM
18,5,general,HIGH
19,6,quick,LOW
10,6,specialist,MEDIUM
12,3,general,VERY_HIGH
8,4,specialist,LOW
2,2,quick,LOW
14,2,specialist,LOW
13,3,general,VERY_HIGH
0,3,general,MEDIUM
19,4,specialist,LOW
20,1,specialist,LOW
15,1,general,HIGH
22,5,quick,LOW
6,3,specialist,LOW
21,2,specialist,LOW
9,3,specialist,MEDIUM
18,2,specialist,MEDIUM
1,6,general,LOW
21,0,general,LOW
9,5,quick,LOW
11,3,quick,VERY_HIGH
3,1,general,LOW
20,6,specialist,LOW
1,1,quick,LOW
3,3,quick,LOW
9,3,quick,LOW
2,0,general,HIGH
1,1,specialist,LOW
2,3,general,LOW
19,1,general,LOW
20,0,specialist,LOW
3,5,specialist,LOW
10,2,quick,VERY_HIGH
0,4,specialist,LOW
17,3,quick,VERY_HIGH
16,1,general,HIGH
8,4,specialist,LOW
14,5,quick,LOW
0,4,quick,MEDIUM
10,3,quick,VERY_HIGH
18,6,quick,MEDIUM
21,0,general,MEDIUM
0,5,general,LOW
7,2,general,LOW
16,1,specialist,MEDIUM
10,5,quick,HIGH
0,2,specialist,LOW
0,1,quick,LOW
0,6,quick,LOW
20,3,general,LOW
16,5,quick,MEDIUM
6,3,general,LOW
13,4,specialist,HIGH
11,1,general,VERY_HIGH
19,6,quick,LOW
4,2,specialist,LOW
5,6,specialist,LOW
11,0,general,VERY_HIGH
16,0,general,VERY_HIGH
9,4,specialist,LOW
8,6,specialist,LOW
11,5,specialist,MEDIUM
7,3,general,LOW
19,3,quick,LOW
8,1,specialist,LOW
11,5,general,HIGH
22,1,specialist,LOW
9,5,specialist,LOW
0,5,specialist,LOW
21,3,quick,LOW
20,3,quick,LOW
15,1,quick,MEDIUM
0,1,specialist,LOW
22,4,general,LOW
0,2,general,LOW
8,4,general,LOW
21,6,quick,LOW
15,5,general,LOW
8,6,specialist,LOW
21,4,specialist,LOW
10,6,specialist,LOW
0,3,general,LOW
13,4,general,VERY_HIGH
23,2,general,LOW
6,5,general,LOW
7,1,specialist,LOW
6,2,quick,MEDIUM
4,6,quick,LOW
16,0,quick,VERY_HIGH
15,3,general,MEDIUM
3,2,specialist,LOW
9,0,specialist,MEDIUM
12,4,specialist,MEDIUM
0,3,general,LOW
16,2,quick,HIGH
17,3,quick,HIGH
22,5,specialist,LOW
18,1,general,HIGH
3,0,quick,MEDIUM
1,3,general,LOW
0,1,general,LOW
6,4,quick,MEDIUM
1,1,specialist,LOW
15,3,general,MEDIUM
9,2,specialist,LOW
14,5,general,LOW
22,5,general,LOW
3,3,general,LOW
0,1,general,LOW
10,0,specialist,VERY_HIGH
22,0,quick,LOW
4,3,specialist,LOW
10,4,general,VERY_HIGH
4,0,quick,LOW
14,0,general,HIGH
2,0,specialist,LOW
5,5,specialist,LOW
23,5,quick,LOW
13,0,quick,VERY_HIGH
19,5,specialist,LOW
5,6,specialist,LOW
1,1,quick,LOW
0,3,specialist,LOW
3,4,general,LOW
21,6,quick,LOW
3,2,general,LOW
9,0,quick,HIGH
1,1,quick,LOW
20,2,specialist,LOW
10,5,specialist,MEDIUM
8,1,quick,LOW
18,1,quick,HIGH
14,5,specialist,LOW
10,5,general,VERY_HIGH
6,3,general,LOW
8,5,general,LOW
9,4,quick,LOW
3,6,specialist,LOW
22,2,specialist,LOW
23,6,general,LOW
16,1,general,MEDIUM
5,4,general,LOW
23,2,specialist,LOW
18,5,specialist,LOW
7,2,specialist,LOW
13,0,specialist,VERY_HIGH
1,1,general,MEDIUM
8,5,quick,LOW
4,5,general,LOW
7,0,quick,MEDIUM
11,4,specialist,MEDIUM
10,3,quick,VERY_HIGH
10,3,general,VERY_HIGH
7,4,general,LOW
13,3,specialist,HIGH
21,4,quick,MEDIUM
7,3,specialist,LOW
7,2,quick,MEDIUM
14,6,specialist,LOW
11,4,general,VERY_HIGH
19,1,general,LOW
2,0,specialist,LOW
10,5,specialist,MEDIUM
3,2,quick,LOW
16,0,specialist,HIGH
7,6,general,LOW
6,0,quick,MEDIUM
13,2,specialist,MEDIUM
0,0,general,HIGH
11,4,specialist,HIGH
18,3,general,HIGH
5,5,specialist,LOW
20,2,specialist,LOW
4,3,quick,LOW
3,2,quick,LOW
1,0,general,HIGH
8,5,quick,LOW
9,0,specialist,MEDIUM
21,6,quick,LOW
4,2,specialist,LOW
2,6,general,LOW
14,3,quick,MEDIUM
9,4,specialist,LOW
14,0,quick,MEDIUM
16,3,general,HIGH
21,3,specialist,LOW
13,4,general,VERY_HIGH
21,3,specialist,LOW
8,1,specialist,LOW
10,2,quick,VERY_HIGH
17,2,quick,HIGH
21,5,quick,LOW
3,3,quick,LOW
13,1,quick,VERY_HIGH
14,1,general,MEDIUM
0,4,quick,MEDIUM
13,6,general,HIGH
2,5,general,LOW
7,3,general,MEDIUM
18,4,quick,VERY_HIGH
13,3,specialist,MEDIUM
7,0,specialist,LOW
5,5,specialist,LOW
3,3,specialist,LOW
8,6,general,LOW
19,5,specialist,LOW
21,1,specialist,LOW
6,1,specialist,LOW
15,5,specialist,LOW
23,6,specialist,LOW
2,2,general,LOW
16,2,general,HIGH
17,6,general,MEDIUM
16,5,quick,MEDIUM
17,3,quick,MEDIUM
3,3,quick,LOW
5,0,specialist,LOW
17,6,specialist,LOW
23,2,specialist,LOW
15,3,specialist,MEDIUM
19,3,general,LOW
17,0,quick,VERY_HIGH
10,5,general,HIGH
22,1,specialist,LOW
21,3,quick,MEDIUM
3,1,specialist,LOW
3,1,general,LOW
23,6,specialist,LOW
1,5,general,LOW
20,3,specialist,LOW
20,0,specialist,LOW
15,6,specialist,LOW
23,0,specialist,LOW
4,6,quick,LOW
19,6,general,LOW
8,3,general,LOW
23,0,general,HIGH
22,6,specialist,LOW
16,0,quick,VERY_HIGH
12,5,specialist,MEDIUM
21,5,quick,LOW
9,2,general,HIGH
16,5,quick,HIGH
23,4,specialist,LOW
0,5,quick,LOW
13,6,general,VERY_HIGH
16,1,specialist,LOW
15,0,specialist,HIGH
20,6,quick,LOW
10,6,general,HIGH
16,6,quick,MEDIUM
23,0,quick,HIGH
0,3,general,LOW
21,1,specialist,LOW
4,0,general,MEDIUM
8,2,specialist,LOW
20,4,general,MEDIUM
13,1,general,VERY_HIGH
22,6,quick,LOW
16,1,general,HIGH
2,5,general,LOW
18,0,general,VERY_HIGH
8,2,specialist,LOW
5,6,general,LOW
14,2,specialist,LOW
22,0,quick,MEDIUM
20,1,specialist,LOW
13,4,specialist,VERY_HIGH
5,2,general,LOW
4,6,specialist,LOW
1,6,general,LOW
8,0,specialist,LOW
4,0,general,MEDIUM
20,6,general,LOW
20,3,specialist,LOW
21,4,specialist,LOW
7,2,quick,LOW
9,1,general,LOW
2,6,specialist,LOW
6,0,general,MEDIUM
23,3,specialist,LOW
4,3,quick,LOW
4,5,quick,LOW
13,1,quick,VERY_HIGH
23,1,general,LOW
21,4,general,LOW
16,2,quick,HIGH
23,6,quick,LOW
5,2,quick,LOW
5,5,general,LOW
19,4,general,LOW
4,2,specialist,LOW
1,5,specialist,LOW
1,1,specialist,LOW
11,6,quick,VERY_HIGH
9,0,specialist,MEDIUM
18,4,quick,HIGH
2,1,quick,MEDIUM
21,2,specialist,LOW
6,5,general,LOW
7,0,specialist,LOW
13,0,quick,VERY_HIGH
7,2,specialist,LOW
3,4,general,LOW
6,2,specialist,LOW
0,1,specialist,LOW
16,0,general,VERY_HIGH
13,0,general,VERY_HIGH
20,6,specialist,LOW
22,5,general,LOW
3,4,quick,MEDIUM
17,2,specialist,HIGH
8,6,quick,LOW
17,3,specialist,LOW
1,4,quick,LOW
5,5,quick,LOW
11,6,specialist,MEDIUM
15,2,quick,LOW
7,2,quick,LOW
5,3,specialist,LOW
1,6,general,LOW
5,0,quick,LOW
11,6,specialist,MEDIUM
1,0,quick,HIGH
4,2,specialist,LOW
13,2,quick,VERY_HIGH
9,5,general,LOW
1,5,general,LOW
2,3,general,LOW
13,2,general,VERY_HIGH
1,2,quick,LOW
1,1,specialist,LOW
19,6,specialist,LOW
3,5,specialist,LOW
8,5,quick,LOW
2,3,specialist,LOW
14,1,general,MEDIUM
2,5,general,LOW
8,1,quick,LOW
9,4,specialist,MEDIUM
14,5,general,LOW
9,6,specialist,LOW
1,5,specialist,LOW
19,3,quick,LOW
17,0,specialist,HIGH
2,5,quick,LOW
10,2,quick,VERY_HIGH
5,5,general,LOW
17,4,quick,HIGH
14,2,general,MEDIUM
21,6,quick,LOW
0,4,quick,LOW
16,5,quick,MEDIUM
0,0,general,MEDIUM
12,4,general,HIGH
18,0,general,VERY_HIGH
13,1,specialist,HIGH
0,4,general,MEDIUM
19,3,quick,LOW
12,2,specialist,VERY_HIGH
9,3,general,MEDIUM
1,6,specialist,LOW
9,6,quick,MEDIUM
20,2,quick,MEDIUM
3,3,specialist,LOW
12,0,quick,VERY_HIGH
17,3,specialist,MEDIUM
23,6,specialist,LOW
2,3,quick,LOW
14,1,specialist,LOW
17,1,quick,HIGH
2,1,specialist,LOW
4,0,quick,MEDIUM
23,0,specialist,MEDIUM
22,1,specialist,LOW
22,0,quick,MEDIUM
16,2,quick,MEDIUM
1,0,quick,LOW
17,4,specialist,LOW
2,2,specialist,LOW
20,4,specialist,LOW
11,0,specialist,HIGH
0,5,specialist,LOW
21,5,quick,LOW
21,0,quick,MEDIUM
7,5,specialist,LOW
23,4,specialist,LOW
19,4,specialist,LOW
11,1,general,HIGH
20,2,general,MEDIUM
11,0,general,VERY_HIGH
3,6,general,LOW
19,6,general,LOW
5,3,quick,MEDIUM
19,3,quick,MEDIUM
22,0,quick,LOW
1,0,quick,LOW
18,6,specialist,LOW
1,5,quick,LOW
8,0,specialist,LOW
11,3,quick,VERY_HIGH
12,3,specialist,VERY_HIGH
8,5,quick,LOW
2,3,quick,LOW
23,6,specialist,LOW
3,3,specialist,LOW
17,1,quick,MEDIUM
10,1,general,VERY_HIGH
20,5,general,LOW
16,6,quick,MEDIUM
2,6,specialist,LOW
13,4,general,VERY_HIGH
2,3,quick,LOW
10,0,specialist,VERY_HIGH
19,3,quick,LOW
14,0,quick,HIGH
23,1,general,LOW
7,6,specialist,LOW
2,2,specialist,LOW
3,0,quick,LOW
18,1,quick,HIGH
0,1,quick,LOW
7,3,specialist,LOW
11,3,general,VERY_HIGH
9,4,quick,MEDIUM
11,5,general,VERY_HIGH
23,3,general,LOW
22,6,specialist,LOW
1,6,specialist,LOW
12,6,quick,VERY_HIGH
9,3,specialist,LOW
23,5,specialist,LOW
23,4,specialist,LOW
6,4,general,LOW
8,0,quick,LOW
13,2,quick,VERY_HIGH
0,4,specialist,LOW
9,4,specialist,MEDIUM
11,3,general,VERY_HIGH
11,1,general,HIGH
17,3,quick,MEDIUM
12,6,specialist,MEDIUM
14,3,specialist,LOW
2,0,specialist,LOW
2,5,quick,LOW
9,4,general,HIGH
2,2,specialist,LOW
13,3,specialist,HIGH
22,0,general,MEDIUM
13,1,quick,VERY_HIGH
13,5,general,HIGH
19,3,specialist,LOW
16,1,specialist,MEDIUM
3,5,specialist,LOW
2,2,specialist,LOW
16,2,general,HIGH
21,5,general,LOW
18,5,quick,MEDIUM
15,5,general,MEDIUM
12,1,quick,VERY_HIGH
13,0,general,VERY_HIGH
14,3,general,MEDIUM
4,2,specialist,LOW
1,4,general,LOW
22,5,general,LOW
8,0,specialist,MEDIUM
10,6,quick,MEDIUM
15,4,general,MEDIUM
10,0,specialist,VERY_HIGH
10,3,quick,VERY_HIGH
23,6,specialist,LOW
14,4,quick,MEDIUM
5,3,specialist,LOW
14,5,general,LOW
23,0,specialist,LOW
11,0,general,VERY_HIGH
21,1,quick,LOW
3,0,general,MEDIUM
22,4,quick,LOW
1,4,general,LOW
15,5,specialist,LOW
16,0,quick,VERY_HIGH
9,0,specialist,LOW
23,5,general,LOW
1,1,specialist,LOW
21,4,general,LOW
15,3,quick,LOW
22,2,general,MEDIUM
0,0,specialist,LOW
7,5,general,LOW
20,4,specialist,LOW
8,5,specialist,LOW
4,0,general,MEDIUM
9,6,general,LOW
7,6,quick,LOW
19,2,general,LOW
23,0,general,HIGH
14,2,general,MEDIUM
12,0,quick,VERY_HIGH
13,3,specialist,HIGH
22,6,quick,LOW
2,4,quick,LOW
11,5,specialist,MEDIUM
15,3,specialist,MEDIUM
15,6,general,LOW
21,6,general,LOW
20,1,quick,MEDIUM
1,1,general,LOW
3,3,quick,LOW
23,1,specialist,LOW
7,0,specialist,LOW
11,4,general,HIGH
19,2,quick,LOW
12,5,specialist,LOW
3,6,general,LOW
12,3,quick,VERY_HIGH
12,0,quick,VERY_HIGH
23,3,specialist,LOW
2,5,general,LOW
11,1,quick,HIGH
0,6,general,LOW
17,6,general,MEDIUM
22,5,general,LOW
21,3,specialist,LOW
16,2,specialist,MEDIUM
19,1,specialist,LOW
19,1,general,LOW
3,0,specialist,LOW
22,2,quick,MEDIUM
23,5,general,LOW
13,2,specialist,HIGH
16,4,quick,HIGH
9,4,general,MEDIUM
20,4,general,LOW
14,1,general,MEDIUM
9,0,general,HIGH
22,4,quick,LOW
11,2,general,VERY_HIGH
0,3,quick,LOW
12,6,general,HIGH
22,6,general,LOW
23,2,specialist,LOW
5,2,specialist,LOW
7,3,general,LOW
5,0,quick,MEDIUM
10,2,quick,VERY_HIGH
22,3,quick,LOW
13,1,specialist,HIGH
20,6,general,LOW
22,3,general,LOW
4,3,quick,LOW
2,0,specialist,MEDIUM
19,0,specialist,LOW
18,1,general,HIGH
23,2,general,LOW
1,1,quick,LOW
5,4,quick,MEDIUM
17,0,general,VERY_HIGH
0,3,specialist,LOW
1,3,specialist,LOW
7,5,specialist,LOW
4,3,quick,LOW
7,2,quick,LOW
12,4,general,VERY_HIGH
12,0,quick,VERY_HIGH
22,5,specialist,LOW
13,6,specialist,MEDIUM
15,5,general,LOW
0,4,quick,MEDIUM
4,4,quick,LOW
15,2,quick,MEDIUM
0,1,specialist,LOW
10,1,quick,VERY_HIGH
21,6,general,LOW
3,6,general,LOW
12,6,quick,VERY_HIGH
0,6,specialist,LOW
23,6,specialist,LOW
22,3,quick,LOW
21,5,general,LOW
6,2,quick,LOW
21,2,general,MEDIUM
2,0,specialist,LOW
22,3,quick,MEDIUM
14,3,general,MEDIUM
0,3,specialist,LOW
17,4,specialist,LOW
0,1,general,MEDIUM
12,1,general,HIGH
11,0,specialist,VERY_HIGH
1,5,specialist,LOW
3,1,specialist,LOW
16,4,general,MEDIUM
5,6,specialist,LOW
19,4,general,LOW
16,2,general,HIGH
2,0,specialist,LOW
11,2,general,VERY_HIGH
9,5,quick,LOW
18,2,specialist,MEDIUM
6,3,general,LOW
6,6,general,LOW
6,1,quick,LOW
5,1,specialist,LOW
8,0,general,LOW
9,5,general,MEDIUM
12,4,general,VERY_HIGH
13,1,quick,VERY_HIGH
2,4,general,LOW
10,0,quick,VERY_HIGH
2,0,specialist,LOW
9,6,specialist,LOW
20,6,specialist,LOW
8,1,general,LOW
18,1,specialist,MEDIUM
11,1,general,VERY_HIGH
19,0,specialist,LOW
18,6,general,HIGH
23,0,general,MEDIUM
10,1,general,VERY_HIGH
16,6,specialist,LOW
7,1,specialist,LOW
6,0,specialist,LOW
16,3,specialist,HIGH
20,6,specialist,LOW
5,0,quick,HIGH
16,3,general,HIGH
1,0,quick,MEDIUM
1,3,specialist,LOW
15,5,quick,LOW
3,4,quick,LOW
10,6,quick,MEDIUM
18,4,specialist,LOW
10,6,quick,HIGH
5,1,general,LOW
3,4,specialist,LOW
3,4,specialist,LOW
3,6,specialist,LOW
9,3,quick,MEDIUM
11,3,general,VERY_HIGH
8,3,general,MEDIUM
0,6,quick,LOW
5,4,specialist,LOW
0,6,specialist,LOW
5,4,quick,LOW
18,2,general,VERY_HIGH
15,3,specialist,LOW
22,1,general,LOW
7,4,general,LOW
21,2,specialist,LOW
7,3,specialist,LOW
18,5,specialist,MEDIUM
17,3,quick,HIGH
16,0,specialist,MEDIUM
3,3,specialist,LOW
17,3,specialist,LOW
9,0,specialist,HIGH
2,1,general,MEDIUM
3,4,quick,LOW
1,3,quick,LOW
10,3,general,VERY_HIGH
22,6,general,LOW
11,3,specialist,VERY_HIGH
6,4,general,MEDIUM
9,0,specialist,MEDIUM
18,3,specialist,MEDIUM
11,4,specialist,HIGH
18,6,general,MEDIUM
9,4,general,HIGH
17,3,specialist,MEDIUM
17,4,specialist,HIGH
19,0,general,HIGH
9,0,general,HIGH
9,6,general,LOW
22,4,quick,LOW
14,5,specialist,LOW
23,3,specialist,LOW
0,3,quick,LOW
22,5,specialist,LOW
3,0,general,MEDIUM
0,5,specialist,LOW
13,3,specialist,HIGH
19,1,general,LOW
3,6,specialist,LOW
6,4,quick,LOW
3,2,quick,LOW
4,6,specialist,LOW
0,2,general,LOW
18,3,general,HIGH
1,6,specialist,LOW
20,5,specialist,LOW
8,6,specialist,LOW
8,4,specialist,LOW
0,3,quick,LOW
7,0,quick,MEDIUM
7,6,specialist,LOW
3,5,specialist,LOW
15,3,quick,MEDIUM
0,5,general,LOW
10,3,general,VERY_HIGH
23,4,quick,LOW
20,6,specialist,LOW
6,4,general,LOW
8,4,quick,LOW
23,5,quick,LOW
7,0,general,HIGH
13,2,quick,HIGH
7,0,quick,HIGH
0,6,quick,LOW
12,6,specialist,MEDIUM
22,0,specialist,LOW
0,6,specialist,LOW
2,6,general,LOW
8,0,quick,LOW
10,1,general,VERY_HIGH
8,3,quick,LOW
23,4,general,LOW
6,6,quick,LOW
1,1,general,LOW
6,6,general,LOW
14,4,general,HIGH
0,2,general,LOW
20,0,general,LOW
19,0,quick,MEDIUM
21,0,quick,HIGH
2,0,quick,MEDIUM
9,4,specialist,LOW
23,5,specialist,LOW
20,5,specialist,LOW
16,3,quick,HIGH
2,6,specialist,LOW
20,6,general,LOW
14,3,specialist,MEDIUM
5,1,quick,LOW
1,1,general,LOW
6,6,specialist,LOW
2,0,specialist,LOW
0,0,general,HIGH
0,3,quick,MEDIUM
15,2,general,MEDIUM
12,1,general,VERY_HIGH
1,0,quick,HIGH
16,1,quick,VERY_HIGH
10,2,specialist,HIGH
9,3,quick,MEDIUM
7,4,quick,LOW
20,1,general,LOW
5,1,general,MEDIUM
13,3,quick,HIGH
16,5,quick,MEDIUM
18,2,specialist,MEDIUM
22,3,quick,LOW
