peopleAhead,activeCounters,serviceType,timeOfDay,dayOfWeek,actualWaitMinutes
20,1,specialist,19,1,301.6
10,2,general,9,0,44.1
20,2,general,20,4,81.3
19,2,quick,3,4,31.2
5,1,specialist,18,0,113.9
16,4,quick,19,0,16.9
15,1,general,6,0,137.1
5,3,specialist,21,6,25.1
10,1,quick,21,2,31.4
15,1,quick,7,6,47.5
10,1,quick,14,3,32.0
13,2,general,15,6,51.5
29,3,general,21,3,78.0
27,4,general,8,0,61.0
29,4,general,19,3,58.6
3,1,general,12,0,38.0
25,2,quick,10,1,48.6
27,1,general,3,0,245.7
28,3,general,3,5,71.8
19,3,quick,23,3,18.2
24,4,quick,1,4,21.1
15,1,general,19,3,123.8
4,1,quick,22,4,8.9
6,2,quick,7,6,8.5
17,2,specialist,17,5,166.3
25,2,specialist,9,6,188.2
7,1,specialist,17,4,138.3
14,3,specialist,16,5,86.6
5,3,quick,19,6,5.9
15,4,specialist,7,6,57.5
7,4,quick,17,4,6.9
23,2,specialist,10,5,226.5
23,4,specialist,12,0,129.8
1,1,quick,3,6,5.1
7,2,quick,16,4,15.6
0,3,general,22,3,0.0
8,2,specialist,16,3,79.2
26,2,general,3,6,103.9
23,1,specialist,1,2,346.1
8,3,quick,2,0,6.7
27,3,quick,3,3,25.0
4,2,quick,10,2,6.2
11,3,quick,18,2,17.8
29,4,specialist,14,4,110.9
17,2,quick,4,5,25.0
22,4,quick,4,6,17.2
3,2,quick,20,0,5.9
16,3,specialist,12,1,105.7
24,3,quick,23,1,23.2
29,1,general,23,6,234.6
9,3,specialist,9,4,43.8
26,4,specialist,21,3,98.6
13,1,quick,8,2,38.2
28,4,general,21,1,56.5
28,4,specialist,4,1,105.5
4,3,quick,1,3,3.1
11,3,quick,20,3,12.7
16,1,general,20,1,129.6
16,3,general,3,2,43.4
19,1,specialist,5,0,324.2
26,4,general,22,6,51.5
22,4,specialist,20,4,80.9
10,1,quick,3,6,28.9
21,1,general,14,1,167.2
21,4,specialist,21,0,92.0
14,1,quick,2,4,44.9
29,2,general,10,0,173.7
10,1,quick,17,0,43.5
7,2,general,1,5,26.3
28,1,quick,17,6,109.4
21,3,specialist,1,6,101.2
29,1,quick,17,6,115.0
1,3,specialist,22,1,3.6
13,3,general,6,2,33.7
9,1,general,15,2,72.5
6,3,general,14,1,16.6
27,3,specialist,22,5,136.0
5,3,general,3,1,10.5
18,1,quick,1,2,54.7
11,3,quick,16,1,16.9
12,2,quick,0,5,13.9
18,3,quick,21,2,19.7
7,1,specialist,17,0,156.9
16,3,specialist,9,0,91.6
9,1,quick,0,4,26.2
5,1,general,13,4,50.9
18,1,quick,2,1,53.2
3,1,general,10,1,30.9
7,2,specialist,17,0,77.6
1,4,specialist,18,6,3.3
19,4,general,9,0,45.7
29,3,specialist,14,3,144.9
26,2,quick,9,5,37.4
29,1,specialist,10,5,564.6
10,2,specialist,2,3,73.1
23,4,general,18,4,60.9
0,4,general,9,1,2.4
29,3,quick,5,2,27.3
25,2,specialist,9,3,188.0
4,3,general,20,0,13.7
6,3,specialist,16,4,40.7
7,3,quick,6,5,6.6
0,2,specialist,9,5,0.0
13,4,quick,2,5,12.0
5,1,specialist,4,3,71.9
23,3,specialist,17,5,151.9
25,3,general,12,3,83.5
7,1,quick,22,6,23.4
4,2,specialist,18,4,39.4
28,1,general,2,2,226.2
24,3,general,22,4,65.0
16,2,specialist,5,0,139.6
28,1,quick,7,0,96.5
22,3,general,20,0,67.8
6,3,quick,19,0,8.7
23,3,specialist,2,2,113.3
29,1,specialist,14,1,439.1
24,3,general,5,5,62.1
7,4,quick,16,6,6.7
29,1,general,7,0,264.3
24,2,quick,3,4,34.7
13,4,general,10,3,34.9
6,2,specialist,7,3,49.6
3,1,specialist,15,0,51.8
7,3,general,6,0,23.6
6,1,quick,2,0,18.5
22,3,specialist,13,3,145.4
14,1,general,11,0,166.8
9,1,general,11,0,108.1
7,1,specialist,14,1,102.6
10,4,general,20,6,20.5
6,1,specialist,23,5,93.3
14,2,quick,15,2,23.0
27,2,quick,3,3,42.5
21,2,specialist,5,0,179.6
9,3,specialist,2,0,52.1
25,4,specialist,9,2,93.7
18,2,quick,16,2,34.6
14,3,quick,15,5,12.4
1,4,quick,5,6,0.1
21,4,general,20,1,43.5
29,2,specialist,6,5,216.2
9,1,general,2,6,67.6
24,2,general,22,6,95.7
20,2,quick,22,1,29.4
14,4,general,22,0,30.7
6,2,quick,23,6,8.4
4,4,quick,12,0,2.8
17,1,general,8,3,136.7
21,3,quick,10,0,32.6
5,3,quick,19,1,5.1
10,2,specialist,8,1,77.4
1,3,quick,8,3,0.0
7,1,general,8,0,64.6
0,2,general,19,2,1.2
1,3,general,15,6,2.7
0,4,specialist,1,0,5.5
7,4,general,3,3,15.1
6,1,general,9,3,48.1
16,4,general,11,6,45.6
17,2,quick,0,2,30.1
4,2,quick,18,2,6.3
29,4,quick,14,3,22.5
18,1,quick,11,1,72.2
23,1,general,12,4,241.4
4,2,general,5,0,20.1
20,2,specialist,10,6,200.6
3,3,general,9,0,9.2
11,2,specialist,5,4,83.7
16,1,specialist,3,6,237.9
22,1,general,14,3,176.7
14,4,specialist,19,1,57.5
0,2,specialist,19,3,0.0
28,3,quick,17,5,37.4
6,2,quick,21,2,7.7
6,3,specialist,21,0,38.8
21,3,general,17,0,85.8
21,3,general,8,2,55.1
15,2,specialist,6,5,112.0
2,4,specialist,3,3,6.5
23,3,quick,4,1,20.4
23,2,specialist,1,1,173.6
29,3,quick,11,2,41.8
1,3,quick,11,4,1.5
12,2,quick,10,4,23.3
18,4,specialist,18,1,90.7
17,4,specialist,22,4,63.9
0,4,general,22,6,0.0
22,4,quick,12,1,24.9
22,2,specialist,20,6,165.7
29,4,general,9,2,57.8
20,1,general,3,4,162.4
21,1,general,22,2,168.3
4,2,specialist,5,5,28.7
22,4,general,23,6,46.0
28,3,general,20,2,76.9
18,2,general,10,2,97.3
20,3,specialist,5,4,102.2
21,2,specialist,19,5,158.8
13,2,general,16,6,68.8
12,1,quick,8,2,40.0
20,2,quick,23,2,32.1
4,4,specialist,2,2,14.3
12,4,specialist,23,2,46.3
24,2,specialist,17,1,234.7
15,4,quick,15,5,15.3
3,4,quick,2,5,5.9
16,1,specialist,8,2,239.4
27,1,specialist,7,5,406.1
21,4,specialist,16,4,103.0
8,2,general,11,5,44.1
21,4,quick,3,1,15.7
18,2,general,8,4,70.9
3,4,specialist,10,4,15.3
9,1,quick,20,0,30.4
28,4,specialist,1,3,103.9
11,4,general,7,1,22.5
19,1,general,22,4,150.0
14,2,quick,12,6,25.8
6,2,specialist,18,2,60.9
28,2,general,21,3,114.6
23,2,quick,16,4,45.2
11,2,general,3,5,42.3
20,4,quick,5,5,14.0
14,3,quick,15,6,12.8
3,1,general,5,6,24.7
11,4,quick,13,6,12.8
5,2,quick,21,3,11.1
19,1,general,14,5,153.1
15,1,specialist,18,2,294.2
10,2,specialist,17,2,95.9
27,3,specialist,2,2,133.1
28,3,specialist,6,1,139.1
18,3,specialist,21,0,103.6
8,1,specialist,11,0,178.0
8,4,general,3,3,16.9
9,4,quick,17,0,10.5
2,4,specialist,23,2,11.2
18,4,general,18,1,48.0
4,3,specialist,14,4,21.6
25,1,specialist,13,4,489.9
29,2,general,16,5,151.2
24,3,specialist,3,0,137.3
22,3,quick,0,3,23.7
28,2,general,19,5,113.3
3,1,specialist,7,0,49.3
19,4,general,19,2,41.7
1,3,general,6,0,3.7
10,2,quick,21,5,17.5
9,2,general,17,1,46.9
14,2,general,23,1,56.2
20,4,general,19,6,42.8
17,3,quick,13,2,22.5
5,1,specialist,5,4,76.1
6,3,general,12,2,20.6
13,1,quick,0,0,43.8
20,2,specialist,21,2,151.3
3,3,general,17,6,10.6
26,2,quick,19,0,44.5
16,4,specialist,21,6,61.5
21,2,quick,11,5,40.1
25,4,specialist,19,5,91.6
11,4,specialist,12,6,52.7
26,2,quick,2,5,37.8
8,3,specialist,16,6,50.3
0,1,quick,18,0,0.0
6,3,specialist,0,2,27.6
5,3,general,2,2,14.5
21,2,quick,16,6,39.8
25,1,general,23,4,201.1
22,3,general,10,4,71.3
24,1,quick,13,2,92.3
11,4,quick,20,0,9.1
15,2,general,14,1,61.5
1,1,general,14,3,9.2
1,3,general,9,0,3.5
17,3,quick,5,3,21.2
14,3,specialist,0,3,67.6
9,3,quick,22,5,6.5
24,1,general,11,6,252.2
11,4,specialist,19,0,48.1
29,1,general,9,1,233.3
5,2,quick,18,2,8.8
4,2,quick,14,4,7.3
18,2,quick,11,3,34.9
13,1,quick,19,0,45.1
21,1,specialist,21,2,317.7
27,2,specialist,7,4,204.4
11,3,general,5,3,30.6
27,2,general,18,4,137.8
20,2,general,3,5,80.6
23,3,general,6,1,62.4
20,4,specialist,8,6,78.3
1,2,general,17,3,4.4
14,3,quick,13,4,15.2
28,2,general,0,0,127.7
20,1,general,5,5,162.0
29,1,general,3,2,231.8
19,3,specialist,14,5,93.6
2,4,specialist,14,3,7.6
19,1,specialist,13,2,372.3
9,4,general,1,2,17.3
19,3,general,6,1,52.5
25,2,specialist,23,1,187.8
20,3,general,9,0,61.7
11,1,quick,3,5,33.2
19,3,quick,6,5,19.8
6,3,general,9,1,17.1
25,4,specialist,11,1,125.7
9,3,specialist,22,0,51.4
6,3,quick,16,0,5.6
17,4,general,2,4,36.2
29,1,quick,10,3,114.0
14,1,general,11,6,145.1
7,1,specialist,20,1,105.5
25,2,quick,2,5,40.4
21,1,quick,3,4,61.2
8,4,specialist,12,3,41.4
27,3,quick,5,2,23.7
24,4,general,20,0,54.6
2,2,quick,1,1,2.0
11,3,specialist,7,3,55.7
28,4,specialist,14,5,104.4
28,2,quick,13,2,55.7
12,4,quick,13,5,14.6
23,1,quick,2,4,67.5
17,4,general,2,4,35.4
14,1,specialist,19,5,212.1
6,3,general,5,2,12.0
13,1,general,12,0,153.7
3,1,general,15,1,24.1
7,2,general,13,3,37.3
14,2,quick,9,2,21.4
6,2,general,14,0,28.0
29,1,quick,11,6,112.8
1,2,specialist,7,5,9.3
10,3,specialist,22,4,48.0
0,1,general,7,6,0.7
1,2,quick,14,3,1.2
14,4,specialist,22,0,59.2
17,2,general,5,1,69.8
5,4,quick,9,5,8.4
20,1,quick,18,1,79.9
1,2,general,14,1,7.6
18,1,specialist,22,2,271.2
28,2,general,23,0,130.6
11,1,quick,22,4,34.6
8,2,specialist,5,5,59.9
21,2,general,4,4,83.8
13,2,general,2,3,50.7
15,1,general,5,0,137.6
2,3,quick,1,0,8.1
6,3,general,6,1,17.0
10,2,quick,19,5,15.0
11,4,specialist,8,0,47.4
26,2,specialist,5,1,197.2
27,4,specialist,14,0,113.9
17,2,general,7,1,67.7
2,4,quick,0,3,3.3
19,3,specialist,11,1,123.3
1,2,specialist,8,2,6.3
17,4,general,16,4,44.5
29,2,general,18,5,151.0
6,3,general,1,4,14.0
19,3,general,21,2,49.7
5,2,quick,10,6,7.2
2,2,specialist,3,6,14.3
9,1,quick,18,2,34.1
2,2,general,14,6,6.1
3,2,quick,10,1,4.9
13,4,general,19,4,23.9
14,4,general,13,4,34.4
22,4,specialist,18,2,105.7
28,1,specialist,13,1,545.6
24,1,specialist,20,1,361.5
15,1,specialist,21,0,261.8
29,3,specialist,1,4,147.7
0,4,general,20,4,0.0
12,1,specialist,8,6,180.0
8,2,specialist,15,0,70.0
5,3,specialist,3,1,25.4
7,2,quick,8,2,10.7
25,1,general,0,4,196.1
9,1,general,23,4,69.9
7,1,general,5,0,62.8
18,1,specialist,7,2,268.1
12,2,specialist,13,5,115.7
14,1,quick,20,3,39.9
1,2,general,12,3,3.5
5,4,general,23,4,12.0
7,1,specialist,8,1,109.7
22,1,specialist,14,0,379.7
9,2,general,16,1,47.4
16,4,specialist,5,2,61.8
22,2,specialist,20,1,161.8
12,4,quick,5,0,11.1
9,1,general,17,6,97.0
3,4,quick,14,3,0.0
6,1,general,1,6,47.6
27,1,specialist,11,2,525.9
5,1,general,0,0,45.3
26,1,general,1,0,240.3
12,2,quick,17,4,22.5
9,1,specialist,14,5,135.4
26,1,specialist,13,0,579.3
8,2,specialist,21,5,63.0
7,4,general,5,5,12.6
14,2,quick,20,1,20.2
12,4,quick,6,2,9.9
22,2,quick,17,6,46.0
4,3,general,7,2,15.9
20,2,specialist,2,6,151.9
1,1,specialist,11,3,23.1
27,3,specialist,10,4,172.4
3,4,general,20,0,3.9
13,3,specialist,5,1,63.4
13,3,general,11,5,45.5
6,1,quick,21,2,21.9
3,1,general,20,6,22.6
17,2,general,16,3,86.4
1,4,general,7,2,3.6
26,2,specialist,1,1,192.8
26,3,specialist,17,3,171.3
29,3,general,19,4,75.2
3,4,quick,8,1,2.3
5,2,quick,15,2,7.8
3,2,quick,3,2,5.4
12,2,quick,18,3,21.3
29,3,quick,9,4,28.6
14,3,general,16,1,45.7
1,4,specialist,5,1,2.3
25,2,quick,0,0,44.7
2,2,quick,0,2,6.5
27,1,specialist,23,4,403.9
27,4,general,22,4,55.2
23,4,general,18,3,62.7
11,2,specialist,21,4,78.9
17,1,quick,22,6,49.5
15,2,specialist,10,3,144.6
10,3,quick,22,2,12.6
27,2,quick,7,2,43.1
28,4,specialist,15,3,104.4
0,2,specialist,13,1,0.0
10,4,specialist,8,0,43.8
9,3,quick,3,4,7.6
7,4,quick,5,0,4.1
20,1,quick,0,6,53.5
26,1,quick,1,2,79.9
27,4,quick,17,4,26.6
7,4,general,11,0,20.3
26,1,specialist,6,0,448.4
6,2,specialist,3,5,46.3
2,1,quick,7,5,8.1
14,4,specialist,20,6,54.4
25,3,quick,15,1,25.9
12,1,general,4,2,100.4
27,4,quick,19,1,19.5
18,4,specialist,1,3,71.5
15,1,general,9,0,138.4
28,4,general,23,3,54.5
21,1,quick,10,6,84.8
9,2,general,3,5,41.7
4,1,specialist,22,0,71.7
8,3,general,13,6,27.2
27,2,specialist,13,1,262.3
25,3,general,13,0,103.5
12,2,specialist,18,6,116.6
23,2,general,17,6,121.9
13,3,general,16,5,45.0
5,3,specialist,9,1,23.9
10,4,general,14,6,22.1
5,3,general,0,2,11.4
8,2,quick,14,6,11.9
26,4,quick,7,5,20.3
5,3,general,8,0,14.3
17,3,quick,19,1,16.4
15,1,general,13,6,158.1
23,1,specialist,13,5,448.7
9,2,specialist,2,0,79.2
14,3,general,21,3,35.1
4,1,quick,1,6,11.5
6,4,general,0,6,14.3
1,4,quick,17,1,2.8
17,3,quick,5,0,22.2
1,1,general,22,4,8.0
4,2,general,23,1,15.1
3,1,quick,12,4,11.7
0,4,specialist,9,2,2.8
2,3,quick,16,1,0.0
17,2,specialist,9,5,126.7
26,1,general,22,0,242.2
9,1,general,20,2,69.5
1,2,specialist,13,1,10.7
21,4,quick,4,0,18.3
15,1,general,13,4,155.1
7,4,quick,5,1,5.1
25,2,quick,8,6,39.3
14,2,specialist,18,4,135.8
14,1,general,15,3,114.2
27,2,specialist,13,2,258.5
16,1,general,22,3,126.5
22,2,specialist,16,0,250.1
6,2,quick,14,0,9.8
7,2,quick,6,4,14.0
22,1,general,14,6,171.1
22,1,quick,9,0,77.3
29,2,general,7,2,115.2
28,1,quick,18,2,110.6
4,1,quick,7,4,11.3
21,1,specialist,11,2,410.9
12,3,specialist,5,6,65.4
25,3,general,19,0,74.9
27,2,quick,18,3,50.7
21,2,quick,22,4,31.2
13,2,general,9,3,49.7
24,3,specialist,16,5,156.2
15,3,general,2,6,41.5
11,1,specialist,17,6,214.6
24,2,general,7,2,94.1
0,3,quick,7,1,1.9
3,2,quick,8,4,4.9
15,1,general,20,4,119.5
28,2,specialist,16,6,272.7
4,4,specialist,5,4,15.1
8,2,general,6,1,31.8
10,4,quick,1,2,4.6
4,3,general,17,4,15.5
12,1,quick,1,2,38.5
19,3,general,6,1,52.2
18,3,general,15,2,47.2
8,1,specialist,8,2,120.4
0,3,general,9,6,0.0
5,3,specialist,3,6,29.3
27,2,quick,4,4,39.9
18,1,quick,3,1,55.4
0,3,specialist,9,5,0.0
22,2,general,15,6,86.3
14,3,general,6,2,38.1
5,4,general,2,4,8.3
2,1,quick,14,3,7.6
21,4,specialist,9,3,78.5
22,2,specialist,2,2,166.7
9,3,specialist,20,4,46.3
14,2,general,5,0,65.0
18,3,general,4,4,47.3
16,2,specialist,9,6,124.6
18,1,specialist,2,4,268.4
8,2,specialist,15,0,67.6
24,1,specialist,1,4,356.8
29,1,specialist,21,2,435.6
23,1,general,14,0,209.9
21,3,general,0,0,64.3
21,3,specialist,16,1,138.9
18,1,specialist,17,3,354.2
22,1,quick,17,2,85.5
1,4,general,21,4,0.8
17,3,general,2,3,47.4
23,4,specialist,7,0,98.8
16,1,general,12,3,163.7
23,4,specialist,0,4,82.5
12,4,specialist,18,2,59.6
13,2,general,8,3,54.2
22,2,specialist,2,3,164.1
10,2,general,17,2,50.8
21,4,quick,20,3,13.9
12,3,specialist,16,5,76.9
10,1,general,5,1,79.6
14,1,quick,15,2,44.8
12,1,quick,16,6,44.5
13,1,specialist,16,5,251.1
15,2,specialist,12,5,141.3
23,2,specialist,15,5,168.7
26,1,specialist,5,1,391.7
15,2,general,10,5,75.5
18,4,specialist,23,0,79.6
22,1,general,18,1,230.1
9,2,quick,14,2,14.5
19,3,quick,18,0,28.9
18,2,general,17,0,106.6
4,2,general,10,0,23.0
22,3,quick,11,3,26.5
25,4,specialist,18,0,139.4
22,1,specialist,20,6,331.5
29,1,quick,7,5,90.2
12,4,quick,23,6,8.5
25,2,general,6,0,118.6
3,1,quick,2,3,8.3
12,1,specialist,0,5,179.0
25,3,specialist,21,6,124.2
26,4,specialist,11,1,126.2
18,3,quick,5,5,19.9
16,4,general,10,4,43.9
6,3,quick,2,5,5.4
25,2,general,18,2,132.3
26,3,quick,20,0,32.0
8,3,general,1,5,21.5
14,4,general,6,6,24.5
6,4,specialist,8,2,26.3
11,1,specialist,6,1,163.7
24,2,specialist,2,6,181.2
5,4,quick,7,3,3.8
6,1,specialist,1,4,93.5
6,3,quick,22,2,6.7
25,1,quick,12,2,92.0
0,1,general,11,6,0.0
10,3,quick,13,2,13.6
12,1,quick,6,0,44.1
14,2,specialist,1,2,105.8
14,2,quick,2,6,22.0
13,1,quick,22,1,42.8
21,3,specialist,20,2,105.7
1,4,general,21,1,6.3
22,2,quick,7,5,32.3
8,1,general,11,0,94.1
18,4,quick,10,5,21.4
19,1,specialist,9,4,285.1
16,2,quick,18,5,30.8
25,3,general,23,5,66.1
22,2,quick,2,5,32.1
7,2,specialist,0,3,48.6
23,3,quick,15,2,22.1
17,4,general,3,1,31.4
21,3,quick,17,6,26.7
4,3,quick,18,0,3.1
10,1,quick,18,6,43.2
21,2,general,15,3,82.9
20,4,quick,2,6,13.5
4,4,quick,4,2,4.6
26,3,general,1,2,69.4
18,1,general,8,5,140.7
10,3,quick,9,0,12.9
2,1,general,16,5,20.9
15,4,quick,11,4,19.3
16,4,quick,3,4,10.6
20,3,specialist,11,1,129.8
27,3,quick,17,0,38.6
28,4,quick,11,0,34.8
15,3,quick,20,4,16.5
8,3,specialist,18,1,54.8
9,1,general,13,6,93.1
18,1,general,11,3,185.6
15,4,specialist,11,4,72.0
8,2,quick,18,5,11.6
10,3,specialist,10,2,62.4
29,4,specialist,18,4,143.9
15,3,specialist,21,4,74.5
26,2,general,20,0,119.2
20,4,quick,14,6,18.4
21,3,specialist,17,4,133.5
28,2,specialist,8,6,210.7
13,2,general,10,5,69.6
9,4,general,18,2,25.4
1,2,quick,1,4,7.3
20,4,quick,4,6,15.2
2,3,specialist,14,3,8.4
24,1,general,10,0,286.1
5,4,general,13,3,14.0
4,1,specialist,18,2,80.8
23,2,specialist,3,6,171.4
24,3,general,0,2,65.2
10,1,quick,6,2,30.6
5,3,quick,8,0,5.3
0,4,specialist,3,1,0.0
19,4,quick,2,4,12.3
19,2,general,20,4,73.0
21,4,general,2,4,44.1
13,4,general,6,0,31.9
0,1,quick,0,2,0.0
14,1,general,8,4,113.2
15,2,specialist,6,5,111.6
26,2,quick,4,3,40.9
0,4,specialist,7,2,0.1
21,4,specialist,9,1,79.2
23,2,specialist,15,6,172.4
11,2,general,23,1,42.6
24,4,quick,6,0,18.2
21,4,general,5,6,41.3
0,4,quick,7,6,0.0
10,2,general,21,5,39.0
3,2,quick,17,4,6.6
7,1,specialist,3,2,102.5
2,3,specialist,22,3,7.7
23,1,quick,20,0,80.6
19,1,specialist,7,2,283.8
6,3,quick,5,5,2.6
11,2,specialist,13,2,107.9
11,2,general,14,2,47.8
28,1,general,7,5,227.4
1,1,general,11,2,12.1
24,1,general,7,5,192.3
22,3,general,5,3,57.9
12,4,general,20,5,22.7
20,4,quick,13,0,19.3
21,4,specialist,1,2,77.5
15,1,general,6,1,122.2
21,1,specialist,4,6,316.5
10,4,general,4,5,19.4
11,4,quick,11,6,11.6
9,2,general,22,5,37.0
18,2,quick,0,3,26.9
17,2,general,0,6,63.1
3,4,general,14,1,5.5
23,3,quick,9,0,24.6
22,3,specialist,13,5,145.4
18,3,quick,23,1,16.6
11,3,specialist,18,5,69.3
17,3,specialist,3,6,86.1
9,4,specialist,7,1,30.1
24,1,specialist,4,0,416.3
25,3,specialist,19,0,146.2
13,4,general,9,1,27.2
10,4,general,15,0,21.9
15,2,quick,15,1,20.3
13,4,general,4,4,30.8
1,1,specialist,20,4,18.0
4,2,general,6,6,15.3
20,4,general,8,4,41.8
26,4,specialist,9,3,94.6
7,4,quick,18,6,2.3
16,4,quick,8,5,11.2
4,1,specialist,15,1,61.5
24,1,quick,12,6,93.8
2,3,specialist,4,2,9.0
1,1,general,13,6,10.2
24,2,quick,13,0,56.0
3,4,specialist,16,2,11.8
21,4,quick,1,0,21.2
10,2,general,9,0,45.8
10,2,general,19,6,41.6
8,3,quick,3,4,7.3
0,3,quick,4,5,0.0
23,2,quick,15,3,31.0
23,4,general,12,5,60.8
22,3,specialist,13,2,144.0
15,4,quick,11,3,11.7
27,4,specialist,18,3,132.5
29,4,general,21,0,67.6
23,2,specialist,23,1,173.3
6,3,specialist,1,4,29.6
29,4,quick,3,4,23.3
14,4,quick,1,2,10.5
15,3,general,15,3,43.2
26,3,general,12,4,88.3
18,1,quick,14,2,52.1
16,1,specialist,18,5,314.7
27,1,general,13,6,279.8
9,1,specialist,12,4,177.1
17,4,specialist,2,3,62.0
25,1,quick,22,0,88.5
18,4,general,6,0,40.7
24,4,specialist,11,0,137.0
8,4,general,20,3,16.0
19,3,specialist,6,3,96.4
23,1,quick,8,5,66.5
27,4,general,23,5,54.3
10,1,general,21,3,79.6
5,4,specialist,15,0,21.7
19,2,specialist,20,3,142.3
14,4,specialist,22,1,53.0
19,4,general,20,0,43.9
7,3,specialist,14,4,38.5
28,1,quick,13,3,109.1
28,2,specialist,15,2,211.5
21,2,general,13,5,110.4
18,4,quick,15,3,14.4
14,4,quick,14,0,13.3
4,2,general,16,4,21.5
3,4,specialist,6,4,11.1
14,4,general,20,5,27.0
11,2,general,18,5,57.3
8,4,quick,18,3,2.9
2,3,general,4,5,3.5
14,3,general,19,0,39.5
27,2,general,7,5,111.3
14,1,general,12,5,150.0
21,1,specialist,22,5,314.4
0,4,quick,4,6,3.1
27,4,general,0,2,52.9
2,2,specialist,20,2,12.2
1,2,specialist,11,1,9.7
3,4,general,15,4,2.7
2,2,specialist,10,6,21.2
18,1,general,4,0,163.2
27,2,quick,3,2,42.2
13,1,general,22,0,120.7
0,3,quick,23,4,0.0
4,3,specialist,3,1,20.9
2,3,general,4,4,7.2
6,4,general,5,0,16.1
1,3,general,8,2,4.8
20,3,specialist,2,5,97.8
6,1,general,6,1,47.9
20,4,quick,3,2,10.6
7,4,quick,13,2,5.6
25,1,quick,6,1,75.8
23,3,general,5,2,58.7
8,2,specialist,12,0,90.4
3,3,general,0,0,7.6
6,2,specialist,22,1,45.0
8,4,specialist,23,1,33.2
29,4,specialist,7,3,106.7
3,4,specialist,17,3,15.2
5,3,specialist,23,6,22.9
14,4,specialist,20,4,52.8
24,1,specialist,14,6,360.3
2,2,quick,22,4,0.8
10,2,quick,3,0,17.4
2,1,specialist,21,1,26.6
9,1,general,21,4,71.6
20,2,specialist,20,0,171.5
16,4,specialist,13,5,78.1
6,3,specialist,9,2,32.0
1,2,general,7,5,5.7
21,1,quick,9,6,64.6
13,1,specialist,11,6,252.4
23,4,general,15,2,45.7
9,3,general,5,0,26.5
14,1,general,18,3,141.7
29,1,quick,20,5,84.1
17,1,specialist,12,1,334.8
24,2,quick,3,2,35.7
3,3,specialist,18,0,25.2
26,4,quick,22,1,19.3
23,4,general,14,6,45.0
16,1,quick,11,1,60.8
28,3,specialist,15,6,141.5
29,4,quick,20,5,23.6
24,1,quick,21,6,74.3
7,2,general,3,6,27.1
10,3,specialist,3,1,49.9
20,3,general,8,0,58.6
11,1,quick,2,0,38.1
20,2,quick,16,4,40.8
3,3,specialist,15,1,16.5
6,1,specialist,8,6,89.0
19,4,specialist,23,3,70.4
10,3,general,18,6,32.8
7,3,quick,20,3,6.8
14,2,specialist,12,0,155.1
1,3,general,20,4,1.5
15,2,general,19,0,72.3
15,4,general,10,6,40.7
13,1,general,0,4,100.5
26,3,specialist,1,2,130.2
19,4,quick,4,5,15.7
11,1,general,9,6,89.6
21,3,specialist,9,3,106.3
24,2,quick,10,5,47.9
9,1,specialist,3,6,137.6
10,1,general,1,6,81.7
22,2,specialist,0,4,160.4
21,1,general,8,0,194.9
28,4,specialist,14,3,104.5
14,3,specialist,4,4,69.0
8,1,general,8,0,75.5
1,4,general,3,4,0.0
29,3,general,0,2,75.8
16,4,quick,9,0,11.1
16,2,quick,16,3,27.7
5,1,quick,18,1,19.6
1,3,general,17,6,2.7
22,1,general,16,4,229.3
24,4,specialist,8,2,93.8
25,4,quick,11,6,21.4
23,1,quick,9,5,67.6
9,4,quick,6,6,7.9
12,2,general,9,5,45.4
5,2,specialist,11,5,50.2
22,4,specialist,13,6,107.6
16,2,general,0,2,63.7
28,4,specialist,18,0,159.2
20,3,quick,17,5,26.2
2,2,specialist,18,4,18.8
24,4,quick,8,0,22.0
11,1,specialist,16,2,217.8
0,1,specialist,7,4,0.0
12,4,specialist,17,6,59.0
2,1,quick,9,0,8.9
9,2,general,1,2,39.0
25,1,quick,22,3,73.2
0,3,specialist,21,6,2.0
29,2,specialist,20,6,219.6
24,2,quick,14,3,37.6
18,2,specialist,17,1,173.7
26,2,quick,19,3,43.2
16,1,specialist,15,5,240.1
16,4,general,20,0,37.4
19,2,quick,18,0,44.0
8,4,specialist,19,4,33.4
2,1,specialist,21,2,26.0
21,2,specialist,7,0,179.4
17,3,general,5,6,46.4
22,4,general,7,6,47.8
25,4,general,14,4,50.5
19,1,general,15,6,153.6
11,2,general,9,1,44.0
27,2,specialist,18,3,261.7
17,4,quick,12,0,18.6
9,4,quick,21,1,5.2
17,4,quick,8,3,15.3
24,3,general,12,0,93.5
14,4,specialist,22,4,51.8
16,3,general,12,6,55.3
13,3,quick,21,2,12.4
29,3,specialist,11,0,218.5
23,4,quick,8,5,17.9
5,1,general,11,2,52.4
17,1,specialist,14,3,254.4
20,4,specialist,2,0,86.5
21,4,specialist,14,2,78.3
3,4,quick,1,5,5.2
21,4,general,6,5,44.0
22,4,specialist,13,3,105.1
8,1,quick,0,4,26.0
0,1,specialist,5,6,1.6
0,2,quick,14,0,0.0
6,3,general,3,4,19.1
1,2,general,4,3,2.8
2,4,specialist,13,1,11.0
28,2,general,22,2,111.4
1,1,general,2,2,8.3
27,1,general,11,2,282.1
4,1,specialist,8,5,61.5
3,3,specialist,12,5,13.3
26,4,general,9,6,52.5
14,1,specialist,2,5,208.4
1,1,quick,11,0,5.1
18,2,quick,1,1,27.2
7,4,general,15,1,14.9
6,3,specialist,12,0,46.5
